 ,Area,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
261,0.641,2.959,53.684,19.445,1.023,0.837,1.024,0.796,26.741,0.920,1.124,577,216,24.444,0.837,1.286,0.777,0.902
262,0.693,3.058,78.619,19.631,1.116,0.930,1.110,0.794,28.581,0.930,1.210,845,219,22.620,0.855,1.399,0.715,0.889
263,0.632,2.981,90.063,20.097,1.023,0.930,0.990,0.813,170.526,0.894,1.061,968,219,164.745,0.894,1.218,0.821,0.864
264,5.228,10.859,83.457,21.399,3.163,3.442,4.091,1.627,53.622,0.557,4.113,899,266,52.352,1.993,2.514,0.398,0.791
265,2.190,6.126,22.609,22.330,2.047,1.675,1.876,1.487,177.150,0.733,2.099,243,250,12.804,1.569,1.262,0.793,0.861
266,0.078,0.976,30.238,22.888,0.279,0.372,0.365,0.272,69.699,1.000,0.416,326,250,63.435,0.279,1.340,0.746,0.857
267,0.744,3.167,80.107,25.028,1.023,1.023,1.114,0.851,35.929,0.933,1.191,861,278,38.660,0.915,1.309,0.764,0.896
268,0.026,0.658,77.502,26.516,0.279,0.186,0.299,0.111,151.845,0.754,0.335,833,285,146.310,0.166,2.702,0.370,0.667
269,0.251,1.874,68.664,27.261,0.651,0.558,0.614,0.521,8.414,0.898,0.709,738,295,156.801,0.558,1.179,0.848,0.853
270,1.584,5.522,76.014,28.284,1.954,1.489,2.264,0.891,32.843,0.653,2.348,817,319,33.690,0.999,2.541,0.394,0.882
271,4.908,9.752,14.700,28.563,2.977,3.070,3.478,1.797,47.460,0.649,3.574,158,332,38.660,1.974,1.936,0.517,0.854
272,1.298,4.229,37.309,28.749,1.303,1.303,1.383,1.196,55.243,0.912,1.500,405,323,60.255,1.276,1.156,0.865,0.923
273,0.026,0.526,69.315,28.749,0.186,0.186,0.220,0.150,45.000,1.000,0.263,745,311,45.000,0.186,1.464,0.683,0.857
274,0.095,1.293,70.803,29.215,0.558,0.279,0.518,0.234,170.355,0.715,0.588,761,314,161.565,0.279,2.217,0.451,0.786
275,0.589,4.052,73.688,30.238,1.861,0.465,1.855,0.404,174.348,0.450,1.882,792,327,171.469,0.465,4.589,0.218,0.855
276,0.078,1.053,54.335,31.075,0.372,0.372,0.371,0.267,55.427,0.884,0.416,585,338,63.435,0.329,1.390,0.720,0.750
277,0.009,0.263,76.572,32.006,0.093,0.093,0.105,0.105,0.000,1.000,0.132,823,344,135.000,0.093,1.000,1.000,1.000
278,0.069,1.216,76.014,32.378,0.558,0.186,0.509,0.173,0.000,0.588,0.566,817,349,170.538,0.186,2.935,0.341,0.800
279,0.052,0.789,80.387,32.471,0.279,0.279,0.292,0.226,45.000,1.000,0.335,865,352,56.310,0.263,1.291,0.775,0.800
280,1.584,7.406,76.851,32.750,1.768,2.419,2.266,0.890,112.771,0.363,2.791,826,353,126.870,1.277,2.545,0.393,0.596
281,0.450,2.509,40.007,32.843,0.837,0.744,0.972,0.590,38.120,0.898,1.061,430,360,37.875,0.658,1.649,0.607,0.904
282,3.194,7.505,81.503,33.680,2.233,2.419,2.801,1.452,51.889,0.713,2.813,880,388,55.784,1.663,1.929,0.518,0.862
283,3.783,7.406,59.825,34.704,2.233,2.047,2.331,2.066,16.190,0.867,2.503,645,394,41.987,2.047,1.128,0.887,0.943
284,0.978,3.594,87.644,36.193,1.210,1.023,1.221,1.020,26.883,0.952,1.374,942,398,28.301,1.023,1.198,0.835,0.926
285,1.679,4.996,6.699,36.286,1.489,1.582,1.621,1.319,60.034,0.845,1.787,74,406,51.340,1.478,1.228,0.814,0.902
286,1.290,4.066,37.681,36.658,1.303,1.303,1.304,1.260,171.672,0.981,1.383,405,399,160.346,1.303,1.035,0.966,0.928
287,0.017,0.395,86.992,36.937,0.186,0.093,0.210,0.105,0.000,1.000,0.208,935,397,153.435,0.093,2.000,0.500,1.000
288,1.298,4.624,28.842,38.053,1.489,1.396,1.522,1.086,139.215,0.763,1.628,310,411,149.036,1.276,1.402,0.713,0.847
289,1.991,6.498,21.771,38.519,1.954,2.140,2.367,1.071,57.473,0.593,2.378,239,436,59.421,1.288,2.210,0.453,0.768
290,0.190,1.534,87.178,38.891,0.558,0.372,0.611,0.397,12.557,1.000,0.671,937,422,33.690,0.372,1.542,0.649,0.957
291,0.147,1.293,27.354,41.682,0.465,0.372,0.486,0.385,15.172,1.000,0.543,294,451,30.964,0.372,1.263,0.792,0.919
292,0.493,2.641,1.116,42.798,0.837,0.837,0.962,0.653,45.547,0.889,1.053,12,468,45.000,0.724,1.474,0.678,0.877
293,0.087,1.030,49.590,42.798,0.372,0.279,0.377,0.293,26.565,1.000,0.465,533,463,36.870,0.279,1.288,0.776,0.909
294,2.623,6.761,38.984,44.101,2.047,2.140,2.540,1.315,45.192,0.721,2.635,419,495,42.138,1.478,1.931,0.518,0.881
295,0.459,2.586,53.870,44.101,0.837,0.744,0.882,0.662,38.876,0.862,1.006,579,480,33.690,0.724,1.331,0.751,0.883
296,0.545,2.772,80.014,44.101,1.023,0.744,1.051,0.660,23.074,0.892,1.089,860,480,19.983,0.736,1.592,0.628,0.894
297,0.312,2.060,30.889,44.194,0.651,0.651,0.789,0.503,42.559,0.923,0.858,332,481,40.601,0.583,1.569,0.637,0.889
298,0.857,3.430,24.190,44.659,1.116,1.116,1.137,0.960,31.196,0.915,1.213,263,492,57.529,1.030,1.184,0.845,0.884
299,0.554,2.718,35.634,46.799,0.930,0.837,0.910,0.775,29.026,0.942,0.989,384,511,41.186,0.832,1.174,0.852,0.877
300,1.965,5.413,78.712,47.450,1.582,1.861,1.888,1.325,65.829,0.843,1.963,850,530,58.570,1.415,1.425,0.702,0.899
301,0.554,2.695,64.198,47.730,0.930,0.744,0.916,0.770,174.496,0.958,1.002,690,519,21.801,0.744,1.188,0.842,0.908
302,1.298,4.492,67.454,48.474,1.116,1.675,1.645,1.005,82.092,0.809,1.716,727,521,102.529,1.105,1.637,0.611,0.890
303,0.814,3.222,52.009,48.567,1.023,1.023,1.079,0.960,40.373,0.985,1.166,559,531,28.610,1.023,1.124,0.890,0.922
304,0.268,1.797,48.195,49.125,0.558,0.558,0.639,0.535,46.313,1.000,0.727,519,534,50.194,0.558,1.196,0.836,0.939
305,2.779,6.739,11.258,49.497,2.233,1.954,2.397,1.476,36.358,0.769,2.505,121,551,31.329,1.711,1.624,0.616,0.887
306,0.571,3.430,71.920,51.079,1.210,0.930,1.286,0.566,149.992,0.610,1.374,773,551,151.699,0.745,2.275,0.440,0.754
307,2.554,6.235,56.382,51.265,1.954,1.954,2.070,1.571,42.022,0.826,2.250,606,565,29.745,1.696,1.317,0.759,0.920
308,1.099,3.857,16.654,52.568,1.116,1.303,1.352,1.035,61.770,0.929,1.420,181,578,58.392,1.116,1.306,0.766,0.924
309,1.151,4.098,17.212,55.917,1.116,1.396,1.470,0.997,65.565,0.862,1.548,186,615,57.265,1.077,1.473,0.679,0.911
310,2.043,5.568,76.200,57.034,1.675,1.768,1.794,1.450,51.147,0.828,1.918,826,632,67.166,1.513,1.237,0.808,0.918
311,3.038,6.552,84.294,58.336,2.140,1.954,2.134,1.813,32.597,0.889,2.250,907,642,29.745,1.914,1.178,0.849,0.929
312,1.575,4.701,58.987,58.801,1.396,1.582,1.496,1.341,62.374,0.896,1.625,639,649,76.759,1.396,1.115,0.897,0.917
313,0.918,3.880,50.428,59.732,1.116,1.303,1.404,0.832,62.826,0.766,1.456,545,656,63.435,0.907,1.687,0.593,0.872
314,2.458,6.366,28.656,62.244,2.140,1.768,2.298,1.362,31.765,0.762,2.348,309,686,33.690,1.548,1.687,0.593,0.882
315,1.091,3.934,57.778,62.802,1.303,1.210,1.530,0.908,39.472,0.886,1.601,621,686,35.538,0.977,1.686,0.593,0.910
316,0.199,1.611,66.244,63.360,0.558,0.465,0.566,0.448,34.722,0.964,0.658,713,686,45.000,0.465,1.262,0.792,0.885
317,0.762,3.145,15.445,63.825,0.837,1.116,1.108,0.875,90.741,0.968,1.151,168,686,104.036,0.837,1.266,0.790,0.926
318,0.017,0.395,35.448,1.489,0.186,0.093,0.210,0.105,0.000,1.000,0.208,381,16,153.435,0.093,2.000,0.500,1.000
319,0.182,1.556,25.121,2.419,0.558,0.465,0.532,0.435,26.960,0.943,0.596,270,31,38.660,0.465,1.221,0.819,0.857
320,4.397,8.558,80.200,5.303,2.698,2.419,2.550,2.196,18.276,0.755,2.755,862,66,168.311,2.265,1.161,0.861,0.898
321,2.277,5.994,68.664,5.675,1.768,1.954,2.109,1.374,57.948,0.796,2.196,741,80,53.616,1.513,1.535,0.652,0.901
322,2.640,6.267,44.752,7.536,1.768,2.047,2.199,1.529,60.036,0.845,2.288,485,103,63.435,1.651,1.438,0.695,0.927
323,1.134,4.143,16.654,10.141,1.210,1.303,1.283,1.125,112.101,0.830,1.420,179,113,148.392,1.150,1.140,0.877,0.882
324,1.679,5.205,31.261,11.723,1.582,1.675,2.009,1.064,46.133,0.779,2.049,337,143,50.528,1.184,1.888,0.530,0.892
325,2.320,6.235,54.894,12.095,1.861,1.954,2.229,1.325,58.596,0.750,2.311,591,150,49.899,1.491,1.682,0.595,0.867
326,4.441,8.372,8.839,12.467,2.605,2.605,2.840,1.991,51.514,0.796,2.874,101,162,60.945,2.261,1.426,0.701,0.898
327,0.467,2.455,48.939,13.212,0.744,0.837,0.814,0.731,49.802,0.975,0.921,526,150,45.000,0.744,1.114,0.897,0.893
328,1.221,4.306,35.820,13.584,1.210,1.489,1.672,0.930,60.816,0.827,1.708,387,162,60.642,0.999,1.798,0.556,0.904
329,0.511,2.509,63.639,14.514,0.837,0.744,0.842,0.772,7.275,1.000,0.916,684,162,23.962,0.744,1.090,0.917,0.929
330,3.947,8.163,3.256,15.445,2.326,2.419,2.448,2.053,37.454,0.744,2.776,38,192,50.440,2.148,1.192,0.839,0.894
331,2.034,5.545,37.681,15.910,1.861,1.675,1.816,1.426,35.623,0.831,2.013,407,189,33.690,1.469,1.273,0.786,0.902
332,1.316,4.538,67.640,16.189,1.582,1.303,1.645,1.018,30.210,0.803,1.748,727,185,25.201,1.135,1.616,0.619,0.879
333,0.641,3.013,88.574,16.189,1.116,0.744,1.147,0.711,6.538,0.887,1.210,952,182,22.620,0.744,1.612,0.620,0.914
334,2.320,5.763,74.711,16.282,1.768,1.675,1.757,1.681,56.061,0.878,1.918,807,193,50.906,1.675,1.045,0.957,0.929
335,0.251,1.820,7.257,16.747,0.651,0.558,0.688,0.465,36.402,0.953,0.750,78,185,29.745,0.526,1.480,0.676,0.866
336,0.502,2.663,43.915,16.840,0.837,0.837,0.868,0.737,43.976,0.889,0.958,472,188,29.055,0.789,1.178,0.849,0.872
337,0.641,2.882,77.874,16.840,0.930,0.837,1.046,0.780,35.516,0.969,1.136,837,189,34.992,0.837,1.342,0.745,0.937
338,0.926,3.616,87.644,17.119,1.116,1.116,1.248,0.945,37.285,0.890,1.342,942,194,33.690,1.040,1.321,0.757,0.899
339,0.035,0.844,26.237,17.957,0.372,0.186,0.392,0.112,22.500,0.611,0.416,282,195,26.565,0.166,3.493,0.286,0.667
340,2.095,5.927,14.979,18.050,1.489,1.861,2.024,1.317,68.079,0.749,2.252,162,213,51.710,1.457,1.537,0.651,0.885
341,0.338,2.060,51.265,18.236,0.744,0.558,0.761,0.565,20.841,1.000,0.832,551,201,26.565,0.558,1.347,0.742,0.918
342,0.978,3.671,60.662,18.236,1.116,1.210,1.280,0.973,51.681,0.912,1.396,653,209,53.130,1.053,1.316,0.760,0.900
343,1.212,4.152,8.281,20.841,1.116,1.396,1.487,1.038,65.441,0.883,1.582,90,239,61.928,1.106,1.433,0.698,0.927
344,0.087,1.107,60.848,21.492,0.465,0.279,0.432,0.255,20.621,0.887,0.501,654,233,21.801,0.279,1.690,0.592,0.833
345,1.411,4.515,84.201,22.423,1.396,1.489,1.750,1.026,49.196,0.870,1.787,907,257,51.340,1.070,1.705,0.586,0.911
346,2.320,6.158,47.823,26.237,1.582,2.047,1.970,1.500,87.528,0.769,2.148,515,282,107.650,1.582,1.313,0.762,0.907
347,0.173,1.425,24.935,27.819,0.465,0.465,0.489,0.451,116.565,1.000,0.543,269,299,120.964,0.465,1.083,0.923,0.889
348,1.437,4.701,56.940,28.191,1.396,1.396,1.427,1.282,66.747,0.817,1.584,612,316,40.236,1.396,1.113,0.899,0.897
349,1.160,3.989,60.290,28.191,1.396,1.116,1.409,1.048,166.542,0.916,1.471,648,306,161.565,1.116,1.345,0.744,0.912
350,0.355,2.137,40.565,28.470,0.744,0.651,0.698,0.648,15.025,0.976,0.767,436,309,165.964,0.651,1.078,0.928,0.882
351,0.035,0.658,56.754,29.959,0.279,0.186,0.254,0.173,0.000,1.000,0.294,610,322,161.565,0.186,1.468,0.681,0.800
352,0.450,2.586,14.328,30.238,0.837,0.744,0.878,0.653,22.260,0.846,0.958,154,332,29.055,0.744,1.345,0.744,0.867
353,0.545,2.718,10.700,31.634,0.930,0.837,0.892,0.779,24.514,0.928,0.989,116,349,41.186,0.837,1.145,0.873,0.875
354,0.736,3.321,43.729,32.657,1.116,1.023,1.042,0.899,176.718,0.838,1.151,470,356,165.964,0.993,1.160,0.862,0.846
355,0.840,3.803,24.283,33.494,0.930,1.210,1.216,0.879,76.075,0.730,1.332,262,373,65.225,0.930,1.383,0.723,0.890
356,2.017,5.205,2.884,34.611,1.675,1.582,1.725,1.489,24.538,0.936,1.835,31,385,30.466,1.579,1.159,0.863,0.936
357,1.636,4.887,47.916,36.472,1.396,1.675,1.754,1.188,62.240,0.861,1.807,517,409,55.491,1.227,1.477,0.677,0.909
358,1.333,4.383,18.701,37.588,1.489,1.303,1.496,1.135,32.540,0.872,1.579,203,417,45.000,1.187,1.318,0.759,0.901
359,0.156,1.425,66.338,39.356,0.558,0.372,0.530,0.374,12.236,0.965,0.588,713,426,18.435,0.372,1.416,0.706,0.878
360,0.883,3.517,20.841,39.542,1.116,1.023,1.166,0.964,37.325,0.897,1.316,225,435,45.000,1.023,1.210,0.826,0.911
361,0.268,1.874,45.124,41.775,0.651,0.558,0.707,0.483,27.072,0.960,0.750,485,454,29.745,0.541,1.465,0.683,0.886
362,0.649,2.882,83.085,42.333,0.930,0.837,0.998,0.828,29.465,0.983,1.085,893,462,30.964,0.837,1.205,0.830,0.938
363,1.636,4.787,78.247,43.078,1.396,1.489,1.597,1.305,57.168,0.897,1.778,842,479,47.121,1.396,1.224,0.817,0.933
364,0.043,0.712,82.154,43.915,0.279,0.186,0.293,0.188,18.435,1.000,0.335,883,474,33.690,0.186,1.553,0.644,0.909
365,1.186,4.043,48.474,44.008,1.210,1.303,1.407,1.074,54.738,0.912,1.471,521,485,34.695,1.154,1.310,0.763,0.926
366,0.043,0.789,82.154,44.194,0.279,0.279,0.287,0.192,34.099,0.873,0.335,883,478,56.310,0.250,1.496,0.668,0.714
367,3.766,8.458,3.256,46.427,2.326,2.605,2.928,1.638,55.372,0.661,3.098,36,525,48.652,1.938,1.788,0.559,0.846
368,3.592,7.900,66.151,46.613,2.140,2.605,2.776,1.648,60.414,0.723,2.866,713,528,54.246,1.868,1.685,0.594,0.883
369,0.069,0.976,72.013,48.009,0.372,0.279,0.397,0.222,33.019,0.914,0.465,774,519,36.870,0.279,1.791,0.558,0.800
370,1.221,4.066,61.592,48.381,1.303,1.303,1.265,1.228,26.752,0.928,1.355,662,528,15.945,1.290,1.030,0.971,0.910
371,3.056,6.947,43.636,49.125,2.512,1.861,2.534,1.535,23.788,0.796,2.679,469,542,20.323,1.698,1.650,0.606,0.904
372,1.203,4.252,27.261,52.754,1.303,1.396,1.612,0.951,50.918,0.836,1.711,293,581,45.000,1.053,1.695,0.590,0.897
373,0.390,2.346,43.171,53.219,0.837,0.744,0.741,0.669,25.457,0.890,0.858,464,576,12.529,0.736,1.108,0.902,0.833
374,0.095,1.030,50.521,54.335,0.372,0.279,0.408,0.297,15.071,1.000,0.465,543,587,36.870,0.279,1.372,0.729,0.957
375,2.883,7.351,14.886,54.894,1.768,2.605,2.495,1.471,98.826,0.670,2.664,164,618,77.905,1.766,1.696,0.590,0.851
376,0.606,3.004,12.188,55.638,1.023,0.837,0.951,0.811,3.865,0.844,1.061,131,605,15.255,0.837,1.172,0.853,0.859
377,0.052,0.712,51.079,55.731,0.279,0.186,0.315,0.210,0.000,1.000,0.335,549,599,146.310,0.186,1.500,0.667,1.000
378,0.061,1.053,24.749,56.382,0.372,0.279,0.345,0.224,162.231,0.687,0.416,266,607,153.435,0.279,1.544,0.648,0.737
379,0.087,0.976,62.337,56.847,0.372,0.279,0.369,0.299,0.000,1.000,0.416,670,611,153.435,0.279,1.236,0.809,0.909
380,2.632,6.334,13.305,57.220,2.140,1.861,1.989,1.684,175.637,0.824,2.172,143,626,9.866,1.823,1.181,0.847,0.905
381,2.112,5.872,52.009,57.220,1.861,1.582,2.031,1.324,32.275,0.770,2.326,559,630,36.870,1.506,1.533,0.652,0.912
382,1.636,4.964,16.840,58.243,1.489,1.582,1.504,1.385,71.175,0.834,1.677,182,642,33.690,1.489,1.087,0.920,0.906
383,3.134,7.551,46.148,58.801,2.419,2.419,2.937,1.359,43.184,0.691,2.866,499,658,54.246,1.504,2.162,0.463,0.853
384,0.502,2.641,39.356,59.080,0.837,0.744,0.928,0.689,35.205,0.905,1.006,423,642,33.690,0.744,1.349,0.742,0.913
385,0.892,3.594,93.133,59.360,1.023,1.210,1.353,0.839,63.542,0.867,1.420,1002,651,58.392,0.883,1.612,0.620,0.912
386,1.342,4.438,24.563,60.197,1.303,1.396,1.571,1.087,49.208,0.856,1.657,264,659,38.157,1.184,1.445,0.692,0.923
387,0.095,1.107,27.168,60.755,0.372,0.372,0.404,0.300,45.000,0.976,0.465,292,657,36.870,0.372,1.343,0.745,0.815
388,0.779,3.199,2.140,62.709,0.930,1.023,1.136,0.873,56.610,0.957,1.265,25,685,53.973,0.921,1.302,0.768,0.947
389,0.710,3.090,23.074,63.081,1.023,0.930,1.040,0.869,45.279,0.934,1.136,251,688,55.008,0.921,1.196,0.836,0.906
390,1.550,4.733,47.450,63.174,1.489,1.396,1.557,1.267,146.016,0.869,1.657,511,682,141.843,1.373,1.229,0.814,0.906
391,0.424,2.269,65.407,63.825,0.744,0.744,0.766,0.705,9.403,1.000,0.832,703,688,153.435,0.744,1.085,0.921,0.899
392,1.030,3.934,79.084,64.012,1.210,1.303,1.467,0.894,55.933,0.836,1.526,850,700,37.569,0.995,1.641,0.609,0.885
393,0.190,1.633,68.198,1.954,0.651,0.465,0.600,0.404,29.505,0.897,0.709,733,25,23.199,0.461,1.483,0.674,0.830
394,0.831,3.276,69.873,1.954,1.023,1.023,1.143,0.926,46.696,0.973,1.213,753,32,57.529,0.987,1.234,0.810,0.932
395,0.623,3.036,4.280,2.884,1.023,0.930,1.178,0.674,42.260,0.850,1.252,47,40,41.987,0.724,1.749,0.572,0.894
396,3.116,7.692,43.450,3.536,2.419,2.047,2.457,1.615,26.472,0.662,2.736,468,60,35.311,1.914,1.522,0.657,0.844
397,0.467,2.455,54.708,3.722,0.744,0.837,0.893,0.666,54.128,0.975,0.958,589,49,60.945,0.724,1.341,0.746,0.908
398,1.420,4.569,58.708,4.094,1.396,1.489,1.681,1.076,49.831,0.854,1.778,632,59,47.121,1.162,1.562,0.640,0.914
399,0.450,2.455,84.108,4.559,0.837,0.744,0.827,0.693,16.017,0.939,0.930,905,56,36.870,0.744,1.192,0.839,0.874
400,2.129,6.421,77.037,6.513,1.582,2.233,2.293,1.183,65.756,0.649,2.419,830,94,67.380,1.468,1.939,0.516,0.823
401,1.956,5.731,24.190,7.536,1.675,1.768,1.626,1.532,56.076,0.748,1.918,262,99,39.094,1.666,1.062,0.942,0.874
402,0.069,0.844,28.842,9.490,0.279,0.279,0.329,0.268,45.000,1.000,0.395,310,105,45.000,0.279,1.229,0.814,0.941
403,0.718,3.068,54.149,9.583,1.023,0.837,1.056,0.866,173.002,0.959,1.136,583,104,145.008,0.837,1.219,0.820,0.938
404,0.260,1.797,5.955,11.444,0.558,0.558,0.647,0.511,42.363,1.000,0.727,64,129,50.194,0.558,1.264,0.791,0.923
405,0.164,1.370,65.035,11.816,0.465,0.465,0.493,0.425,45.001,1.000,0.543,699,131,30.964,0.461,1.161,0.861,0.884
406,1.532,4.724,59.825,12.002,1.582,1.489,1.838,1.061,40.579,0.863,1.861,644,144,36.870,1.118,1.731,0.578,0.915
407,0.087,1.030,2.047,13.584,0.372,0.279,0.369,0.299,0.000,1.000,0.416,22,147,153.435,0.279,1.236,0.809,0.909
408,0.476,2.532,80.852,13.770,0.837,0.837,0.913,0.664,31.016,0.933,1.006,869,155,33.690,0.724,1.377,0.726,0.873
409,0.736,3.199,62.523,13.956,1.023,0.930,1.075,0.872,31.492,0.903,1.191,672,159,38.660,0.929,1.233,0.811,0.904
410,1.030,3.857,26.144,15.166,1.023,1.303,1.308,1.003,69.499,0.870,1.420,282,177,58.392,1.023,1.305,0.766,0.912
411,1.082,3.912,14.700,17.398,1.303,1.116,1.431,0.963,37.255,0.889,1.526,159,199,37.569,1.053,1.486,0.673,0.929
412,1.446,4.647,45.962,17.771,1.489,1.489,1.727,1.066,42.741,0.841,1.787,496,207,51.340,1.184,1.620,0.617,0.895
413,0.286,2.028,83.457,17.957,0.744,0.651,0.673,0.540,162.052,0.873,0.767,897,195,165.964,0.618,1.246,0.803,0.795
414,0.831,3.408,3.349,18.236,1.116,1.023,1.227,0.862,42.606,0.899,1.322,38,207,50.711,0.921,1.424,0.702,0.910
415,0.416,2.509,43.078,19.259,0.930,0.558,0.929,0.569,14.368,0.829,1.040,463,212,26.565,0.558,1.632,0.613,0.914
416,0.061,0.844,86.527,21.027,0.372,0.186,0.386,0.200,8.350,1.000,0.416,930,228,26.565,0.186,1.936,0.517,0.933
417,1.082,4.406,24.004,21.306,1.396,1.396,1.645,0.837,51.219,0.700,1.778,259,244,47.121,0.987,1.965,0.509,0.845
418,0.164,1.425,2.512,21.957,0.465,0.465,0.538,0.390,41.779,1.000,0.596,27,241,38.660,0.458,1.380,0.725,0.884
419,2.000,5.895,7.536,23.260,1.675,1.861,2.057,1.238,50.231,0.723,2.252,83,269,51.710,1.419,1.661,0.602,0.882
420,1.896,5.468,34.146,24.283,1.675,1.768,1.919,1.258,52.466,0.797,1.991,371,279,52.595,1.433,1.526,0.655,0.864
421,0.632,3.222,41.868,24.470,0.837,1.210,1.264,0.637,63.801,0.765,1.322,450,275,50.711,0.706,1.985,0.504,0.864
422,0.571,2.850,14.979,24.563,0.930,0.930,1.093,0.665,52.296,0.884,1.136,163,274,55.008,0.724,1.643,0.608,0.886
423,0.667,3.036,53.684,24.656,1.023,0.930,1.047,0.810,133.093,0.909,1.136,579,265,124.992,0.912,1.293,0.774,0.880
424,0.381,2.192,29.587,25.214,0.744,0.651,0.796,0.609,30.517,0.996,0.878,318,278,32.005,0.651,1.306,0.766,0.926
425,0.615,2.850,54.614,26.144,0.930,0.930,0.914,0.856,40.632,0.951,0.989,588,289,41.186,0.915,1.068,0.937,0.882
426,1.376,4.801,0.837,26.982,1.582,1.489,1.815,0.965,38.629,0.750,1.807,12,306,55.491,1.053,1.880,0.532,0.874
427,0.883,3.780,48.381,27.447,1.023,1.303,1.358,0.828,65.263,0.777,1.500,522,309,60.255,0.948,1.641,0.609,0.864
428,0.788,3.353,51.358,27.447,1.116,1.023,1.039,0.965,167.601,0.880,1.177,552,298,161.565,1.023,1.077,0.928,0.883
429,0.424,2.323,62.058,28.377,0.744,0.744,0.800,0.675,21.074,0.988,0.878,667,311,32.005,0.706,1.186,0.843,0.891
430,1.506,4.515,68.384,29.401,1.489,1.396,1.555,1.233,39.396,0.929,1.664,735,328,26.565,1.316,1.261,0.793,0.923
431,1.177,4.175,73.502,32.099,1.396,1.210,1.548,0.968,31.266,0.849,1.628,790,355,30.964,1.082,1.599,0.626,0.904
432,2.164,5.654,19.631,33.587,1.582,1.954,1.928,1.429,69.161,0.851,2.091,216,382,69.146,1.563,1.349,0.742,0.921
433,0.641,2.904,48.474,34.053,1.023,0.837,1.030,0.792,177.014,0.954,1.089,521,368,160.017,0.837,1.301,0.768,0.897
434,0.433,2.509,10.607,34.983,0.744,0.837,0.992,0.555,52.495,0.864,1.061,115,385,52.125,0.633,1.787,0.560,0.885
435,0.164,1.502,14.979,37.030,0.465,0.558,0.565,0.371,59.957,0.916,0.624,162,404,63.435,0.441,1.525,0.656,0.809
436,0.242,1.874,29.401,37.588,0.558,0.651,0.575,0.537,77.722,0.867,0.677,318,404,105.945,0.558,1.070,0.934,0.824
437,0.519,2.641,87.830,37.960,0.837,0.837,0.899,0.735,38.937,0.936,0.989,944,415,41.186,0.789,1.223,0.818,0.896
438,1.272,4.284,26.516,38.426,1.303,1.303,1.373,1.180,37.182,0.871,1.515,287,425,47.490,1.277,1.164,0.859,0.913
439,0.190,1.556,59.173,38.612,0.465,0.558,0.571,0.425,79.119,0.988,0.624,637,421,63.435,0.465,1.345,0.744,0.863
440,2.164,5.917,29.494,38.798,1.675,2.047,2.284,1.206,60.276,0.777,2.271,318,438,55.008,1.298,1.893,0.528,0.885
441,8.907,13.268,21.864,39.170,3.629,4.001,4.519,2.510,54.313,0.636,4.683,239,464,49.028,2.826,1.801,0.555,0.861
442,0.078,1.162,26.516,40.100,0.279,0.372,0.336,0.295,90.000,0.726,0.416,286,431,116.565,0.279,1.139,0.878,0.818
443,1.013,4.011,62.151,40.193,1.303,1.303,1.574,0.819,51.319,0.791,1.584,668,444,40.236,0.949,1.922,0.520,0.851
444,0.736,3.167,36.379,46.427,0.930,1.116,1.092,0.858,62.299,0.922,1.210,393,511,67.380,0.921,1.273,0.786,0.904
445,0.390,2.214,67.733,47.078,0.744,0.744,0.741,0.669,27.674,0.998,0.800,728,512,35.538,0.707,1.107,0.903,0.874
446,1.489,4.810,66.710,48.195,1.210,1.675,1.652,1.147,75.314,0.809,1.807,718,535,55.491,1.210,1.440,0.694,0.894
447,0.009,0.263,34.983,49.032,0.093,0.093,0.105,0.105,0.000,1.000,0.132,376,527,135.000,0.093,1.000,1.000,1.000
448,2.355,6.235,50.800,50.428,1.861,1.954,2.168,1.383,43.992,0.761,2.383,547,563,51.340,1.579,1.568,0.638,0.886
449,1.714,4.787,46.148,51.916,1.303,1.582,1.639,1.332,80.400,0.940,1.711,500,575,67.620,1.303,1.231,0.813,0.947
450,0.511,2.586,74.060,53.777,0.837,0.837,0.885,0.734,53.431,0.959,0.958,798,587,60.945,0.789,1.206,0.829,0.894
451,1.463,4.547,29.866,53.963,1.210,1.582,1.694,1.099,62.198,0.889,1.790,323,597,62.103,1.206,1.541,0.649,0.936
452,1.783,5.259,47.357,53.963,1.396,1.768,1.821,1.247,73.846,0.810,1.916,513,599,60.945,1.339,1.460,0.685,0.898
453,0.684,3.013,60.848,54.149,0.930,0.930,0.996,0.874,37.730,0.947,1.085,654,590,30.964,0.930,1.139,0.878,0.919
454,0.623,2.772,19.073,54.428,0.837,0.930,0.993,0.799,57.736,1.000,1.061,205,594,37.875,0.837,1.242,0.805,0.929
455,1.575,4.865,45.310,55.173,1.582,1.396,1.772,1.132,37.877,0.837,1.909,487,607,43.025,1.250,1.564,0.639,0.924
456,1.091,4.066,26.982,56.196,1.116,1.396,1.361,1.021,96.844,0.829,1.423,294,604,101.310,1.071,1.333,0.750,0.887
457,1.099,4.143,14.886,56.847,1.303,1.396,1.575,0.889,50.159,0.805,1.601,162,625,54.462,0.987,1.773,0.564,0.870
458,0.459,2.432,41.310,57.220,0.744,0.744,0.849,0.688,39.382,0.975,0.930,444,622,36.870,0.744,1.235,0.810,0.930
